id,company,tier,best,score,city,titles,google,linkedin
dental-dist-0,Henry Schein Canada,C,Dinner,40,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Henry%20Schein%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Henry%20Schein%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-5,IBM Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22IBM%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22IBM%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-16,Notion,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Notion%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Notion%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-8,Nvidia Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Nvidia%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Nvidia%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-11,Okta,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Okta%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Okta%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-19,OpenText,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22OpenText%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22OpenText%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-dist-1,Patterson Dental Canada,C,Dinner,40,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Patterson%20Dental%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Patterson%20Dental%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-4,SAP Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22SAP%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22SAP%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-2,Salesforce Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Salesforce%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Salesforce%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-3,ServiceNow Canada,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22ServiceNow%20Canada%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22ServiceNow%20Canada%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
dental-dist-2,Sinclair Dental,C,Dinner,40,no CA office,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sinclair%20Dental%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Sinclair%20Dental%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-9,Snowflake,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Snowflake%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Snowflake%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-18,Thomson Reuters,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Thomson%20Reuters%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Thomson%20Reuters%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-17,Twilio,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Twilio%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Twilio%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
plat-12,Zoom,C,Dinner,40,Toronto,Industry Marketing · Field Marketing · Brand Marketing · Business Development Director · Head of Marketing · Country Manager,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Zoom%22%20%28%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22%20OR%20%22Business%20Development%20Director%22%20OR%20%22Head%20of%20Marketing%22%20OR%20%22Country%20Manager%22%29%20%28Canada%20OR%20Toronto%20OR%20Ontario%29,https://www.linkedin.com/search/results/people/?keywords=%22Zoom%22%20%22Industry%20Marketing%22%20OR%20%22Field%20Marketing%22%20OR%20%22Brand%20Marketing%22&origin=GLOBAL_SEARCH_HEADER
